Manufacturer,Shape,Model,Resolution,MegaPixel,FrameRate,PTZ,Infrared,Varifocal,SD Card Storage,Wifi,Onvif,PSIA,Audio In,Audio Out,PoE,UPnP,JPEG URL,MPEG4 URL,H264 URL,MJPEG URL,AUDIO URL,User Manual,Data sheet,Page Reference,Default Username,Default Password,Discontinued,Availability
ACTi,Dome,B814,Not Specified,8,Not Specified,Maybe,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B814,admin,123456,No,19.12.2014
ACTi,Dome,B815,Not Specified,12,Not Specified,Maybe,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B815,admin,123456,No,19.12.2014
ACTi,Dome,B84,1280x960,1.3,30FPS,Maybe,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B84,admin,123456,No,Now
ACTi,Dome,B85,1920x1080,2,30FPS,Maybe,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B85,admin,123456,No,Now
ACTi,Dome,B87,2048x1536,3,20FPS,Maybe,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B87,admin,123456,No,Now
ACTi,Dome,B88,2592x1944,5,15FPS,Maybe,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B88,admin,123456,No,04.12.2014
ACTi,Dome,B89,2048x1536,3,20FPS,Maybe,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B89,admin,123456,No,04.12.2014
ACTi,Dome,B91,1280x960,1.3,30FPS,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B91,admin,123456,No,TBC
ACTi,Dome,B910,Not Specified,4,Not Specified,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B910,admin,123456,No,10.09.2014
ACTi,Dome,B913,3072x2048,6,30FPS,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B913,admin,123456,No,20.04.2015
ACTi,Dome,B914,4000x3000,12,15FPS,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B914,admin,123456,No,20.04.2015
ACTi,Dome,B915,4000x3000,12,15FPS,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B915,admin,123456,No,20.04.2015
ACTi,Dome,B916,1920x1080,2,60FPS,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B916,admin,123456,No,17.10.2014
ACTi,Dome,B917,1920x1080,2,60FPS,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B917,admin,123456,No,18.10.2014
ACTi,Dome,B918,2048x1536,3,20FPS,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B918,admin,123456,No,19.10.2014
ACTi,Dome,B919,2048x1536,3,20FPS,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B919,admin,123456,No,20.10.2014
ACTi,Dome,B92,1920x1080,2,30FPS,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B92,admin,123456,No,TBC
ACTi,Dome,B920,2592x1944,5,15FPS,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B920,admin,123456,No,17.10.2014
ACTi,Dome,B921,2592x1944,5,15FPS,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B921,admin,123456,No,17.10.2014
ACTi,Dome,B924,Not Specified,8,Not Specified,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B924,admin,123456,No,19.12.2014
ACTi,Dome,B925,Not Specified,8,Not Specified,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B925,admin,123456,No,19.12.2014
ACTi,Dome,B926,3072x2048,6,30FPS,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B926,admin,123456,No,20.04.2015
ACTi,Dome,B928,1920x1080,2,60FPS,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B928,admin,123456,No,05.12.2014
ACTi,Dome,B929,1920x1080,2,60FPS,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B929,admin,123456,No,05.12.2014
ACTi,Dome,B93,2592x1944,5,15FPS,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B93,admin,123456,No,TBC
ACTi,Dome,B930,2048x1536,3,20FPS,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B930,admin,123456,No,05.12.2014
ACTi,Dome,B931,2048x1536,3,20FPS,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B931,admin,123456,No,05.12.2014
ACTi,Dome,B932,2592x1944,5,15FPS,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B932,admin,123456,No,05.12.2014
ACTi,Dome,B933,2592x1944,5,15FPS,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B933,admin,123456,No,05.12.2014
ACTi,Dome,B936,Not Specified,8,Not Specified,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B936,admin,123456,No,19.12.2014
ACTi,Dome,B937,Not Specified,8,Not Specified,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B937,admin,123456,No,19.12.2014
ACTi,Dome,B94,1280x960,1.3,30FPS,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B94,admin,123456,No,Now
ACTi,Dome,B95,1920x1080,2,30FPS,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B95,admin,123456,No,Now
ACTi,Dome,B96,2592x1944,5,15FPS,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B96,admin,123456,No,Now
ACTi,Dome,B97,2048x1536,3,20FPS,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B97,admin,123456,No,Now
ACTi,Dome,B99,Not Specified,8,Not Specified,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=B99,admin,123456,No,19.12.2014
ACTi,Box,D11,1280x720,1,30FPS,No,No,No,No,No,Yes,No,No,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D11,admin,123456,No,Now
ACTi,Box,D12,2048x1536,3,15FPS,No,No,No,No,No,Yes,No,No,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D12,admin,123456,No,Now
ACTi,Box,D21FA,1280x720,1,30FPS,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D21FA,admin,123456,No,Now
ACTi,Box,D21VA,1280x720,1,30FPS,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D21VA,admin,123456,No,Now
ACTi,Box,D22F,2592x1944,5,15FPS,No,No,No,No,No,Yes,No,No,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D22F,admin,123456,No,Now
ACTi,Box,D22FA,2592x1944,5,15FPS,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D22FA,admin,123456,No,Now
ACTi,Box,D22VA,2592x1944,5,15FPS,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D22VA,admin,123456,No,Now
ACTi,Bullet,D31,1280x720,1,30FPS,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D31,admin,123456,No,Now
ACTi,Bullet,D32,2048x1536,3,15FPS,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D32,admin,123456,No,Now
ACTi,Bullet,D41,1280x720,1,30FPS,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D41,admin,123456,No,Now
ACTi,Bullet,D42,2048x1536,3,15FPS,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D42,admin,123456,No,Now
ACTi,Dome,D51,1280x720,1,30FPS,No,No,No,No,No,Yes,No,No,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D51,admin,123456,No,Now
ACTi,Dome,D52,2048x1536,3,15FPS,No,No,No,No,No,Yes,No,No,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D52,admin,123456,No,Now
ACTi,Dome,D54,1280x720,1,30FPS,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D54,admin,123456,No,Now
ACTi,Dome,D55,2048x1536,3,15FPS,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D55,admin,123456,No,Now
ACTi,Dome,D61,1280x960,1.3,30FPS,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D61,admin,123456,No,Now
ACTi,Dome,D61A,1280x960,1.3,30FPS,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D61A,admin,123456,No,Now
ACTi,Dome,D62,1920x1080,2,30FPS,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&SNAPSHOT,,/,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM,cgi-bin/encoder?USER=[USERNAME]&PWD=[PASSWORD]&GET_STREAM=AUDIO,n/a,n/a,http://www.acti.com/corpweb/Product/ProductInfo.aspx?q=D62,admin,123456,No,Now
